5,2,4,4
3,3,1,1
3,2,0,0
4,2,16,128
3,1,1,2
4,3,1,1
4,2,4,4
3,2,1,1
3,1,8,8
4,1,0,0
6,0,2,2
6,1,4,4
5,1,128,128
6,2,64,64
5,3,1,2
2,3,1,1
2,2,128,16
3,3,1,1
5,2,4,4
4,2,64,64
3,3,1,2
3,2,4,4
2,2,32,64
3,1,8,8
8,2,1,1
8,1,0,0
7,2,2,2
7,3,4,8
6,3,1,1
0,3,2,1
0,4,0,0
6,2,32,32
0,4,1,1
7,1,4,8
6,1,2,2
0,3,1,1
1,0,2,2
0,2,2,2
4,1,4,4
0,3,2,2
6,2,64,64
0,4,1,1
3,1,64,64
1,4,1,1
1,1,2,2
0,3,1,1
2,2,16,16
0,2,128,128
1,1,1,1
1,3,2,1
1,4,0,0
1,0,2,2
1,4,4,4
1,1,2,2
0,4,1,1
1,2,8,8
0,3,1,1
