5,1,64,64
2,3,2,1
2,4,32,32
3,3,16,16
2,2,1,1
4,0,128,128
2,1,4,8
1,1,32,64
2,0,0,0
1,0,2,2
1,1,64,32
3,2,8,8
4,2,32,32
5,1,2,1
5,2,8,8
6,2,32,32
7,1,2,1
7,2,0,0
3,0,2,2
5,3,16,16
4,2,0,0
0,1,8,8
0,3,8,8
0,2,2,2
1,3,1,1
1,2,8,8
0,3,8,8
