5,2,4,4
3,3,1,1
3,2,0,0
5,1,2,2
6,2,64,32
5,3,2,1
5,4,0,0
6,1,2,2
6,2,64,64
5,3,8,8
4,3,2,1
4,4,16,16
3,3,0,0
2,1,2,2
2,2,32,64
3,1,1,2
1,2,1,1
1,1,8,4
2,1,2,1
2,2,0,0
7,2,4,8
6,2,128,128
7,3,8,8
0,3,2,1
0,4,0,0
6,3,4,4
0,4,1,1
5,3,1,2
2,2,32,32
8,3,4,4
3,1,2,1
3,2,8,8
4,2,32,32
5,1,128,128
6,2,0,0
7,0,2,2
6,2,64,32
5,3,0,0
5,0,2,2
5,3,1,1
5,2,8,8
8,1,4,4
