4,1,2,2
3,3,128,16
4,4,1,1
4,3,0,0
3,1,128,128
4,2,64,64
1,2,1,1
1,1,128,128
2,2,32,32
3,1,8,8
4,1,1,1
5,2,4,8
4,2,1,2
3,2,1,1
3,1,128,16
4,2,32,32
5,1,2,1
5,2,8,8
6,2,32,32
7,1,2,1
7,2,0,0
2,1,2,2
2,2,32,64
0,3,2,1
0,4,32,32
3,1,64,64
